junctions,time_ms
2,7.09
2,6.11
2,4.8
2,8.79
2,5.1
2,6.94
2,6.36
2,5.22
2,8.81
2,7.51
2,6.07
2,5.31
2,5.88
2,9.4
2,6.0
2,5.51
2,5.64
2,4.89
2,7.11
2,16.92
2,5.09
2,22.72
2,5.92
2,5.53
2,15.47
2,5.25
2,6.98
2,15.12
2,5.55
2,6.28
2,12.93
2,10.63
2,38.14
2,14.72
2,6.28
2,11.51
2,14.23
2,20.59
2,13.27
2,5.9
2,47.83
2,7.88
2,12.65
2,10.9
2,7.88
2,6.02
2,19.3
2,5.56
2,8.88
2,62.02
2,16.99
2,25.66
2,11.31
2,8.63
2,25.75
2,19.18
2,15.37
2,5.98
2,8.96
2,18.86
2,12.98
2,11.99
2,12.04
2,27.23
2,8.66
2,15.25
2,12.63
2,20.7
2,7.45
2,6.72
2,426.85
2,11.11
2,141.97
2,5133.42
2,10.11
2,10.09
2,24.0
2,11.52
2,12.77
2,20.95
2,15.53
2,8.73
2,10.65
2,10.44
2,37.96
2,23.13
2,7.58
2,106.89
2,7.54
2,19.8
2,12.09
2,26.86
2,18.32
2,8.54
2,10.65
2,8.49
2,12.43
2,11.61
2,10.34
2,9.86
2,15.37
2,8.55
2,8.76
2,5.93
2,11.73
2,10.11
2,15.04
2,10.79
2,15.82
2,16.33
2,13.69
2,13.7
2,27.57
2,11.15
2,6.63
2,8.82
2,14.49
2,8.11
2,8.78
2,7.59
2,11.58
2,420.66
2,34.99
2,28.73
2,22.29
2,203.33
2,15.47
2,16.99
2,47.88
2,140.29
2,136.84
2,48.0
2,49.73
2,13.27
2,46.09
2,7.49
2,36.71
2,228.76
2,34.79
2,22.46
2,10.27
2,26.4
2,12.66
2,23.25
2,52.66
2,70.48
2,19.44
2,46.05
2,100.44
2,56.58
2,5757.36
2,15.15
2,12.86
2,19.91
2,271.4
2,103.47
2,14.94
2,484.05
2,57.19
2,10.35
2,173.81
2,559.42
2,2478.82
2,10.39
2,97.11
2,64.23
2,53.63
2,3629.78
2,28.38
2,7.33
2,4029.63
2,17.63
2,25.11
2,12.4
2,231.66
2,80.83
2,38.52
3,18.38
3,10.64
3,10.75
3,13.01
3,10.28
3,8.36
3,8.9
3,10.15
3,21.82
3,10.31
3,12.04
3,11.15
3,14.8
3,13.86
3,22.57
3,13.41
3,24.24
3,22.47
3,11.19
3,15.32
3,8.87
3,12.07
3,32.09
3,16.65
3,16.74
3,22.63
3,15.29
3,13.69
3,9.63
3,40.01
3,454.15
3,10.96
3,41.83
3,267.27
3,66.88
3,235.57
3,10.28
3,16.54
3,19.09
3,65.15
3,13.54
3,15.51
3,13.36
3,415.04
3,850.64
3,14.93
3,17.58
3,499.36
3,296.78
3,1805.83
3,254.86
3,16.08
3,18.64
3,214.05
3,18.88
3,16.0
3,182.81
3,1882.82
3,589.87
3,20.48
3,132.58
3,44.53
3,12.04
3,15.94
3,15.56
3,12.06
3,2487.39
3,2713.93
3,76.04
3,19.76
3,11.69
3,11.12
3,624.32
3,17.75
3,12.72
3,388.58
3,39.16
3,23.13
3,24.8
3,89.44
3,39.18
3,102.09
3,24.49
3,10.78
3,31.96
3,51.46
3,35.39
3,28.17
3,18.36
3,17.92
3,184.88
3,152.74
3,127.59
3,24.76
3,37.45
3,118.52
3,65.8
3,12.67
3,29.13
3,441.9
3,33.82
3,13.05
3,111.65
3,120.02
3,45.09
3,11.37
3,288.32
3,49.87
3,87.05
3,33.6
3,43.65
3,16.11
3,20.15
3,46.07
3,43.62
3,909.07
3,116.3
3,5781.31
3,376.12
3,446.34
3,191.9
3,141.66
3,1191.8
3,19.52
