junctions,time_ms
1,4.324041015934199
1,3.688417025841773
1,2.4488329654559493
1,1.9871669937856495
1,2.8271659975871444
1,2.70866701612249
1,4.461083037313074
1,2.5441249599680305
1,2.028207993134856
1,2.584083005785942
2,8.554959029424936
2,10.070915974210948
2,6.8537500337697566
2,17.386624997016042
2,4.423875012435019
2,4.921874962747097
2,20.823625032790005
2,15.342500002589077
2,23.065833025611937
2,14.334417006466538
3,16.063207993283868
3,27.42824994493276
3,13.970709056593478
3,9.849124995525926
3,34.62887497153133
3,34.0757499798201
3,15.1029170374386
3,8.757290954235941
3,17.41045800736174
3,10.75329096056521
4,36.70875000534579
4,119.03049994725734
4,31.490458000916988
4,34.082958009094
4,45.68004095926881
4,47.081041033379734
4,74.3782909703441
4,45.40791700128466
4,17.4997920403257
4,45.99150002468377
5,360.33262498676777
5,60.38970802910626
5,97.02662500785664
5,72.81029201112688
5,114.71991700818762
5,160.19191697705537
5,84.49608302908018
5,90.50129196839409
5,242.93404101626948
5,98.05962501559408
6,173.94108301959932
6,81.06762496754527
6,105.3008750313893
6,171.33624997222796
6,309.1556669678539
6,47.271291026845574
6,671.5649160323665
6,208.6436249664985
6,433.17837500944734
6,60.15387497609481
7,453.13649997115135
7,521.8886670190841
7,247.98254197230565
7,818.2340830098838
7,146.1101660388522
7,220.79233301337808
7,1306.542958016507
7,281.88908303854987
7,212.85391703713685
7,396.8219580128789
8,1699.2672919877805
8,891.8610420078039
8,1198.5063340398483
8,628.1005829805508
8,2924.511666991748
8,669.6110420161858
8,4162.56212501321
8,175.3385419724509
8,285.8707089908421
8,863.2814169977792
9,5555.673957976978
9,231.99520900379864
9,2036.3058330258357
9,3139.2919999780133
9,3831.703290983569
9,1790.8414589473978
9,8518.63104099175
9,1066.1675419542007
9,3045.7820830051787
9,3459.0369579964317
10,1676.6881659859791
10,4098.760084016249
10,8361.754375044256
10,2855.123999994248
10,2542.320917011238
10,4712.600165978074
10,3664.593291003257
10,3680.7842500275
10,5284.004124987405
10,3717.651000013575
11,33872.67937499564
11,7515.935499977786
11,12700.345832970925
11,5212.540542008355
11,9691.194334009197
11,3861.909375002142
11,7135.287792014424
11,5275.432666996494
11,9350.783166999465
11,5106.651334033813
12,12842.82658295706
12,19252.97520798631
12,9243.829291022848
12,38430.92566699488
12,12929.11937495228
12,2513.161916984245
12,34863.37974999333
12,12894.070042006206
12,20494.59791596746
12,10729.72733300412
13,26636.99283398455
13,14071.366082993336
13,28755.92350005172
13,8972.652625001501
13,25374.373625032604
13,16022.193040989803
13,43349.585750023834
13,26025.587457988877
13,19683.883457968477
14,6120.402250031475
14,37520.40074998513
14,74008.7295420235
14,32104.21087499708
14,29659.040125028696
14,41535.364165960345
14,41915.88283301098
14,28012.96254200861
14,45291.87420901144
14,11915.825708012562
15,50190.830582985654
15,31609.899958013557
15,71077.87920901319
15,36725.91949999333
15,55889.16404097108
15,104464.93358304724
15,32466.17004199652
15,31749.734416953288
15,97565.136124962
15,78450.51995798713
