constant,time_ms
0,2.951374975964427
0,7.845790998544544
0,3.892832959536463
0,2.6267499779351056
0,2.9685840127058327
0,3.926707955542952
0,3.188207978382706
0,3.932291001547128
0,8.501834003254771
0,11.19575003394857
0,2.706624974962324
0,3.5447499831207097
0,3.787833033129573
0,2.985249971970916
0,10.02520800102502
0,8.240875031333417
0,7.380916038528085
0,2.4249160196632147
0,2.482708019670099
0,2.351583039853722
0,5.554749979637563
0,3.408749995287508
0,6.302124995272607
0,8.43066704692319
0,3.471750009339303
0,2.663667022716254
0,6.456832983531058
0,3.219959035050124
0,6.047666014637798
0,6.9763329811394215
0,3.369124955497682
0,9.769833006430416
0,5.359041970223188
0,7.211957999970764
0,3.366249962709844
0,10.411166993435472
0,2.8532089781947434
0,6.531291001010686
0,5.557207972742617
0,8.78804101375863
0,3.5886249970644712
0,2.5468330131843686
0,4.879500018432736
0,2.982333011459559
0,3.666875010821968
0,8.488332969136536
0,5.665874981787056
0,10.04637498408556
0,6.090082984883338
0,5.142707959748805
0,4.40120801795274
0,4.358791979029775
0,2.888333983719349
0,3.81112500326708
0,4.5155000407248735
0,6.12816697685048
0,5.542166996747255
0,5.728834017645568
0,4.774249973706901
0,4.712749971076846
0,5.760167026892304
0,4.391165974084288
0,5.467916023917496
0,3.871041990350932
0,7.698417000938207
0,2.9350409749895334
0,4.572124977130443
0,2.6094589848071337
0,13.990415958687665
0,7.516542042139918
0,10.336750012356788
0,11.106457968708128
0,2.5374999968335032
0,12.224832957144828
0,4.531499987933785
0,6.2484159716404974
0,6.657999998424202
0,8.906667004339397
0,4.9016670091077685
0,2.2757500410079956
0,3.3015829976648092
0,2.776125038508326
0,7.339624979067594
0,7.612374960444868
0,7.265500025823712
0,5.187832983210683
0,4.099082958418876
0,7.859124976675957
0,2.7952500386163592
0,4.385791020467877
0,8.42987501528114
0,5.1865000277757645
0,4.15841699577868
0,2.4007500032894313
0,8.643000037409365
0,2.6715839630924165
0,2.517750021070242
0,2.566250041127205
0,4.432332993019372
0,2.307582995854318
50,2.572499972302466
50,3.1753749935887754
50,9.43425000878051
50,8.798333001323044
50,5.1792499725706875
50,5.1473749917931855
50,3.206250024959445
50,4.274791979696602
50,8.272000006400049
50,9.87662497209385
50,6.387000030372292
50,10.187249979935586
50,10.884208022616804
50,9.163749986328185
50,4.668374953325838
50,3.3822919940575957
50,7.632916967850179
50,3.800833015702665
50,3.563958976883441
50,2.7650000411085784
50,11.911333014722914
50,6.258209003135562
50,3.082625044044107
50,3.1051249825395644
50,5.398333014454693
50,2.9972909833304584
50,2.976957999635488
50,2.799958980176598
50,9.983709023799747
50,5.87770901620388
50,13.079874974209815
50,3.215583972632885
50,3.942792012821883
50,6.063584005460143
50,8.707374974619597
50,2.9175420058891177
50,3.2631249632686377
50,3.037750022485852
50,4.740500007756054
50,3.8681250298395753
50,6.7910419893451035
50,11.792832985520365
50,9.159583016298711
50,12.025625037495049
50,2.6956669753417373
50,8.151917019858956
50,5.760125000961125
50,7.970875012688339
50,11.412125022616236
50,3.975583997089416
50,2.9645420145243406
50,3.490458009764552
50,7.987916993442923
50,6.524124997667968
50,4.648916015867144
50,13.372874993365258
50,2.823582966811955
50,2.7462089783512056
50,9.587124979589134
50,2.702375000808388
50,6.060166982933879
50,6.2983749667182565
50,9.162832982838154
50,11.101416952442378
50,2.961084013804794
50,9.390124992933124
50,5.987500015180558
50,5.193624994717538
50,9.618166950531304
50,3.104582952801138
50,11.337874981109051
50,8.693041978403926
50,5.879542033653706
50,9.426833014003932
50,10.048875003121791
50,10.993374977260828
50,11.4727079635486
50,2.881457970943302
50,10.381083004176617
50,2.832625003065914
50,9.93279105750844
50,4.772874992340803
50,2.8649169835262
50,3.063167037907988
50,10.237167007289829
50,16.142999986186624
50,10.439749981742352
50,3.1443340121768415
50,2.895292011089623
50,3.251250018365681
50,5.818292032927275
50,8.127624983899295
50,3.119458968285471
50,9.082957985810935
50,13.348166015930474
50,5.293791997246444
50,2.7766659623011947
50,8.789374958723783
50,3.227334003895521
50,2.76058295276016
100,3.689459001179785
100,9.55291703576222
100,4.432582994922996
100,3.569957974832505
100,3.2304589985869825
100,12.906417017802596
100,3.512791998218745
100,6.919000006746501
100,5.836708005517721
100,11.352917004842311
100,14.1746670124121
100,12.146040971856564
100,6.6278750309720635
100,14.581583032850176
100,14.463584055192769
100,9.588832966983318
100,3.1471669790335
100,12.015542015433311
100,3.716791979968548
100,12.88625004235655
100,13.90887500019744
100,3.013625042513013
100,10.8418749878183
100,12.15133402729407
100,3.322542004752904
100,5.755333986598998
100,3.2461669761687517
