depth,time_ms
1,6.89
1,16.15
1,8.48
1,11.13
1,8.96
1,15.07
1,7.04
1,7.12
1,7.35
1,7.94
2,16.0
2,14.18
2,7.96
2,39.2
2,43.15
2,43.5
2,13.84
2,15.66
2,7986.0
2,3259.79
3,25445.57
3,8.34
3,778.59
3,80.33
3,39.11
3,17.75
3,8.4
3,1319.81
3,52.61
3,9.16
