junctions,time_ms
2,8.2
2,5.25
2,9.16
2,5.91
2,5.4
2,5.45
2,7.88
2,5.18
2,11.74
2,6.38
2,6.18
2,6.5
2,4.6
2,5.15
2,14.41
2,11.84
2,12.37
2,8.4
2,4.92
2,6.65
2,5.72
2,5.35
2,5.88
2,6.99
2,7.73
2,30.79
2,14.02
2,18.22
2,22.88
2,19.11
2,7.97
2,8.48
2,5.95
2,5.48
2,6.18
2,8.36
2,6.01
2,9.83
2,13.11
2,15.56
2,11.32
2,5.86
2,8.73
2,9.65
2,9.15
2,22.4
2,5.82
2,18.6
2,11.18
2,12.79
2,10.91
2,29.53
2,472.58
2,7.15
2,22.52
2,7.84
2,10.15
2,11.73
2,17.92
2,14.35
2,14.92
2,16.53
2,7.25
2,10.91
2,13.26
2,7.59
2,6.51
2,7.69
2,32.01
2,14.62
2,15.71
2,12.93
2,348.26
2,10.54
2,8.12
2,18.22
2,7.49
2,12.6
2,9.01
2,9.81
2,10.91
2,36.34
2,6.18
2,24.9
2,5.97
2,23.98
2,5.98
2,9.82
2,8.11
2,10.3
2,11.1
2,11.25
2,12.94
2,12.95
2,10.85
2,18.4
2,16.27
2,14.83
2,7.3
2,6.51
2,19.57
2,54.49
2,10.89
2,41.04
2,24.3
2,50.43
2,857.36
2,37.9
2,21.77
2,30.9
2,8.04
2,19.99
2,9.49
2,13.53
2,10.95
2,48.39
2,10.54
2,13.77
2,42.05
2,25.93
2,31.59
2,83.79
2,14.93
2,30.45
2,97.48
2,14.94
2,8195.39
2,14435.64
2,25.72
2,299.18
2,34.81
2,15.94
2,15.5
2,16.5
2,26.68
2,57.95
2,11.79
2,18.14
2,14.51
2,5968.46
2,9.78
2,84.32
2,10.1
2,46.26
2,13.99
2,28.72
2,3414.34
3,8.96
3,10.69
3,12.61
3,12.7
3,22.72
3,13.38
3,12.72
3,13.4
3,19.86
3,9.42
3,11.51
3,8.23
3,10.69
3,16.8
3,7.88
3,10.87
3,17.13
3,12.82
3,12.11
3,11.12
3,8.94
3,11.53
3,10.94
3,17.75
3,9.35
3,7.96
3,523.34
3,36.12
3,518.46
3,9.47
3,44.32
3,31.54
3,860.73
3,85.0
3,25.69
3,190.76
3,2737.29
3,319.03
3,593.83
3,3932.9
3,10.97
3,934.27
3,106.31
3,25.57
3,10.05
3,50.87
3,17.3
3,24.29
3,1126.01
3,13.43
3,37.29
3,14.12
3,18.21
3,29.96
3,1622.75
3,93.36
3,123.05
3,37.95
3,20843.62
3,15.66
3,70.85
3,12.03
3,852.65
3,41.05
3,12.7
3,14.93
3,13.83
3,11.44
3,52.83
3,27.12
3,26.35
3,19.4
3,3933.71
3,22.02
3,38.65
3,12.37
3,21.63
3,46.27
3,33.83
3,40.54
3,116.93
3,234.03
3,72.02
3,15.66
3,118.33
3,25.14
3,71.09
3,135.47
3,51.18
3,52.87
3,349.87
3,23.93
3,43.38
3,27.78
3,29.1
3,53.25
3,922.77
3,11.55
3,290.82
3,142.5
3,18374.46
3,262.32
3,1230.14
3,1405.81
3,8534.4
3,18663.85
3,34.76
3,12692.68
3,83.7
3,2492.4
3,28777.63
3,1623.75
3,25357.46
3,10857.03
3,196.22
3,376.66
3,3405.94
3,1141.77
3,234.04
3,676.49
3,9398.51
3,2765.81
3,22.76
3,6444.42
3,10637.17
3,302.26
3,700.32
3,238.72
3,2205.74
4,15.53
4,17.71
4,26.11
4,84.44
4,17.38
4,12.53
4,14.23
4,16.28
4,63.22
4,34.83
4,32.14
4,16.89
4,38.55
4,19.51
4,19.84
4,29.55
4,16.97
4,16.9
4,16.31
4,19.29
4,180.48
4,38.11
4,11.6
4,31.92
4,17.88
4,32.17
4,17.05
4,137.75
4,22.04
4,13.92
4,21.71
4,9707.57
4,76.32
4,45.41
4,186.23
4,4164.42
4,20093.39
4,372.56
4,294.08
4,1066.8
4,13.51
4,30.98
4,253.25
4,40.93
4,17.36
4,23.14
4,1342.18
4,26.38
4,27.72
4,35.73
4,27.76
4,15.54
4,17.1
4,20.41
4,16.15
4,19.8
4,23.97
4,43.63
4,16.41
4,34.7
4,42.65
4,71.67
4,749.95
4,49.38
4,22.07
4,30.43
4,17.42
4,20.59
4,7518.4
4,22.61
4,20.29
4,28.76
4,315.77
4,254.83
4,30.2
4,127.22
4,41.53
4,356.06
4,19.37
4,278.4
4,96.24
4,122.72
4,22.3
4,41.92
4,684.6
4,122.79
4,97.71
4,110.99
4,2685.79
4,174.02
4,262.57
4,448.75
4,143.81
4,45.18
4,27.75
4,82.16
4,20.48
4,88.27
4,13404.68
4,12034.81
4,286.41
4,35.06
4,174.86
4,73.88
4,24.62
4,61.52
4,9960.37
4,7468.58
4,67.95
4,50.42
4,88.66
4,290.13
4,1112.75
4,12524.15
4,1289.41
4,20926.02
4,707.9
4,30.01
4,23620.47
