depth,time_ms
1,4.42
1,5.88
1,5.62
1,4.84
1,3.89
1,6.57
1,4.68
1,5.55
1,3.52
1,5.45
2,6.6
2,6.32
2,4.15
2,4.03
2,8.13
2,6.81
2,5.58
2,4.13
2,4.58
2,4.35
3,6.97
3,5.35
3,5.9
3,5.62
3,5.14
3,7.86
3,6.66
3,7.23
3,9.51
3,8.82
4,9.27
4,6.12
4,6.07
4,11.61
4,10.05
4,9.09
4,9.95
4,8.42
4,6.56
4,5.8
